company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
4936,Urban,Tech,104,21292,6663.93,13331.1,-0.048,0.574,0.001,13,0.649,Medium,None,0,0.519,0.337,1,None,0.099,0,0.339,Not Registered,Valid,0.132,1,0,0.302,High,Seed,0.2615
4937,Rural,Tech,23,248026,2966.31,180574.9,-0.11,0.419,0.276,22,0.378,Low,Partial,0,0.608,0.814,1,Gov Grant,0.106,0,0.616,Compliant,Valid,0.0,1,0,0.415,Moderate,Series A,0.1104
4938,Rural,Healthcare,265,105896,958.62,77667.98,-0.183,0.678,0.145,17,0.253,Medium,None,0,0.428,0.608,1,None,0.032,0,0.5,Compliant,Valid,0.138,1,0,0.533,Moderate,Series A,0.1813
4939,Urban,Tech,290,30164,2581.74,12315.01,0.53,0.074,0.283,6,0.477,Low,Partial,0,0.527,0.406,0,None,0.462,0,0.48,Late Filing,Valid,0.083,1,0,0.151,High,Grant,0.5343
4940,Urban,Healthcare,430,4122,1357.74,1932.7,0.077,0.186,0.114,12,0.146,Low,None,0,0.45,0.613,0,None,0.174,0,0.319,Not Registered,Expired,0.024,1,0,0.361,High,Seed,0.4529
4941,Urban,Education,462,35483,3898.66,18809.01,-0.131,0.404,0.029,8,0.205,Low,Partial,0,0.414,0.387,1,None,0.05,0,0.242,Not Registered,Missing,0.0,1,0,0.384,High,Seed,0.2768
4942,Urban,Healthcare,384,41026,1500.7,31708.48,0.173,0.134,0.101,14,0.429,Low,Partial,0,0.538,0.411,0,None,0.241,0,0.459,Late Filing,Valid,0.055,0,0,0.471,High,Series A,0.4277
4943,Rural,Finance,260,147364,3863.9,105690.58,-0.139,0.046,0.112,8,0.353,Low,Partial,0,0.556,0.416,1,Gov Grant,0.068,0,0.504,Compliant,Valid,0.157,1,0,0.554,Moderate,Seed,0.2854
4944,Urban,Manufacturing,414,244296,2001.72,199515.57,-0.132,0.081,0.392,10,0.512,Low,Partial,0,0.663,0.541,1,Gov Grant,0.091,0,0.535,Late Filing,Valid,0.355,1,1,0.526,High,Series A,0.5154
4945,Urban,Retail,479,15963,5988.23,12887.48,0.191,0.889,0.025,3,0.179,Medium,None,0,0.391,0.337,1,Angels,0.248,0,0.645,Compliant,Valid,0.018,1,0,0.345,High,Seed,0.4609
4946,Rural,Retail,358,94980,512.28,82561.42,0.207,0.344,0.241,4,0.386,Medium,Partial,0,0.631,0.505,1,None,0.273,0,0.494,Compliant,Valid,0.494,1,1,0.335,Moderate,Seed,0.547
4947,Urban,Education,75,90988,4571.55,55252.3,0.264,0.361,0.191,7,0.207,Low,None,0,0.491,0.671,1,None,0.308,0,0.311,Not Registered,Valid,0.0,0,0,0.175,High,Seed,0.2089
4948,Rural,Retail,355,131675,1605.06,77659.96,0.325,0.158,0.178,9,0.712,High,Partial,0,0.822,0.687,1,None,0.354,1,0.43,Compliant,Valid,0.338,1,1,0.466,High,Series B,0.5428
4949,Rural,Agriculture,72,66067,307.64,56623.28,0.335,0.29,0.372,29,0.341,High,None,0,0.472,0.705,1,Gov Grant,0.348,0,0.721,Compliant,Valid,0.489,1,0,0.502,Moderate,Series A,0.2835
4950,Urban,Retail,259,3530,6992.84,1873.3,0.146,0.133,0.604,22,0.467,Medium,None,0,0.617,0.56,1,None,0.217,0,1.0,Compliant,Valid,0.53,0,0,0.351,Moderate,Series A,0.3821
4951,Urban,Tech,398,30137,5470.76,19698.89,0.315,0.663,0.463,19,0.178,High,None,1,0.337,0.145,1,Gov Grant,0.328,0,0.239,Not Registered,Valid,0.355,1,0,0.061,High,Series A,0.6252
4952,Rural,Healthcare,188,9074,1061.86,4599.42,0.044,0.174,0.285,28,0.207,High,Partial,0,0.521,0.744,1,None,0.154,0,0.724,Compliant,Valid,0.304,1,0,0.417,Moderate,Series B,0.2873
4953,Urban,Retail,461,28478,5413.36,25704.6,0.153,0.035,0.322,17,0.203,Low,None,1,0.347,0.437,1,None,0.226,0,0.742,Compliant,Valid,0.269,1,0,0.496,Moderate,Seed,0.5253
4954,Urban,Tech,173,117713,5009.68,73487.24,0.115,0.273,0.328,17,0.461,High,None,0,0.591,0.652,0,None,0.22,0,0.439,Late Filing,Valid,0.326,0,0,0.489,High,Seed,0.414
4955,Urban,Education,480,52375,3944.85,27070.95,0.063,0.626,0.185,21,0.461,Low,Partial,0,0.573,0.382,1,Angels,0.175,1,0.773,Compliant,Expired,0.172,0,0,0.379,High,Series A,0.4248
4956,Urban,Retail,290,144020,3528.29,112423.07,-0.009,0.63,0.257,24,0.104,Medium,None,1,0.264,0.776,1,Angels,0.148,0,0.703,Compliant,Valid,0.219,1,0,0.413,Moderate,Series A,0.3302
4957,Urban,Agriculture,45,54727,7130.44,29254.57,-0.137,0.088,0.059,17,0.463,Low,None,0,0.565,0.46,0,Angels,0.05,1,0.39,Late Filing,Expired,0.0,0,0,0.471,Critical,Seed,0.1927
4958,Rural,Tech,61,7647,2187.64,7027.03,0.205,0.31,0.575,10,0.29,Low,Partial,0,0.557,0.557,1,Angels,0.255,0,0.797,Compliant,Valid,0.284,1,1,0.533,High,Series A,0.3388
4959,Rural,Retail,83,1763,3366.99,1061.66,0.23,0.251,0.079,20,0.16,High,None,0,0.392,0.308,1,Angels,0.269,0,0.216,Not Registered,Expired,0.25,1,0,0.114,Critical,Seed,0.1816
4960,Urban,Agriculture,123,43415,2834.19,33236.46,0.069,0.574,0.431,18,0.346,Medium,None,0,0.565,0.232,1,Angels,0.177,1,0.854,Compliant,Valid,0.266,1,0,0.145,High,Series A,0.2851
4961,Urban,Agriculture,358,28093,6238.25,16571.63,0.581,0.538,0.291,19,0.187,High,None,0,0.279,0.473,1,None,0.494,0,0.236,Not Registered,Valid,0.676,1,0,0.556,High,Series A,0.6782
4962,Urban,Manufacturing,16,11245,7356.78,9490.61,0.246,0.077,0.085,11,0.314,Low,Partial,0,0.481,0.371,0,None,0.281,0,0.839,Compliant,Valid,0.0,1,0,0.458,High,Series A,0.2007
4963,Urban,Finance,66,4719,6843.32,4215.52,0.511,0.128,0.103,17,0.201,High,Partial,1,0.243,0.684,1,None,0.445,0,0.384,Late Filing,Expired,0.249,1,0,0.406,High,Series A,0.3302
4964,Urban,Tech,424,15038,6442.32,12531.99,0.256,0.475,0.19,28,0.764,Medium,None,1,0.692,0.661,0,Angels,0.288,0,0.719,Compliant,Expired,0.229,1,0,0.516,High,Seed,0.5435
4965,Rural,Retail,145,28756,7898.28,24922.09,-0.048,0.621,0.2,5,0.572,Medium,Full,0,0.703,0.634,1,None,0.101,0,0.517,Compliant,Valid,0.298,1,0,0.542,Moderate,Series A,0.2303
4966,Urban,Healthcare,375,80745,5668.01,36822.5,0.58,0.76,0.574,17,0.445,Low,None,0,0.615,0.706,1,None,0.504,0,0.457,Late Filing,Expired,0.212,0,0,0.489,Moderate,Series A,0.7695
4967,Rural,Healthcare,162,45540,6083.11,41361.05,0.508,0.492,0.448,2,0.341,Low,None,0,0.432,0.81,0,Angels,0.452,0,0.606,Late Filing,Expired,0.08,0,0,0.571,High,Series A,0.5069
4968,Urban,Healthcare,234,250116,7867.58,185927.58,0.177,0.27,0.145,15,0.209,Medium,Partial,1,0.324,0.424,1,Gov Grant,0.285,0,0.777,Compliant,Valid,0.13,1,0,0.435,Moderate,Angel,0.2893
4969,Urban,Education,380,10481,353.83,9203.05,-0.006,0.469,0.331,8,0.597,High,Partial,0,0.678,0.474,1,VC,0.123,1,0.376,Compliant,Valid,0.365,1,0,0.426,Moderate,Series B,0.5244
4970,Urban,Retail,144,104534,5182.17,81164.4,-0.022,0.2,0.06,26,0.656,Low,None,0,0.724,0.387,1,VC,0.132,0,0.406,Compliant,Valid,0.0,0,0,0.273,High,Series B,0.26
4971,Urban,Retail,358,38436,5990.08,19641.42,0.445,0.686,0.239,5,0.24,Low,None,1,0.523,0.602,1,None,0.411,0,0.464,Compliant,Valid,0.119,1,0,0.517,High,Series B,0.4254
4972,Urban,Tech,188,83584,7367.27,61455.58,-0.145,0.512,0.249,12,0.318,Low,Partial,0,0.559,0.687,1,None,0.051,0,0.721,Compliant,Valid,0.24,1,0,0.501,Moderate,Seed,0.2153
4973,Urban,Tech,322,21508,7105.6,9679.04,0.31,0.56,0.29,26,0.176,Medium,Partial,0,0.356,0.596,1,None,0.323,0,0.609,Compliant,Valid,0.352,1,1,0.486,High,Series A,0.4765
4974,Urban,Education,450,131402,6783.1,102841.47,0.312,0.51,0.272,9,0.332,Medium,Partial,0,0.434,0.46,1,None,0.346,0,0.789,Compliant,Valid,0.283,1,1,0.377,High,Series A,0.5327
4975,Urban,Finance,474,51755,7582.59,32344.32,-0.054,0.502,0.414,5,0.091,Medium,None,0,0.433,0.393,1,None,0.102,0,0.477,Compliant,Valid,0.413,1,0,0.365,Moderate,Series A,0.5008
4976,Rural,Education,13,16069,4437.82,7768.61,0.364,0.332,0.291,16,0.252,Medium,Partial,1,0.499,0.322,0,None,0.356,1,0.322,Not Registered,Valid,0.268,0,0,0.649,Moderate,Seed,0.295
4977,Urban,Manufacturing,184,35795,353.28,33596.34,0.364,0.109,0.422,4,0.372,Low,None,1,0.582,0.433,1,Angels,0.36,0,0.651,Compliant,Missing,0.0,1,0,0.594,Moderate,Series A,0.5001
4978,Urban,Retail,111,27242,385.12,24397.84,0.08,0.337,0.224,6,0.232,Low,Full,0,0.511,0.54,1,None,0.18,0,0.351,Compliant,Valid,0.106,0,0,0.409,High,Series B,0.2774
4979,Rural,Agriculture,415,65317,4493.72,58226.78,0.187,0.191,0.323,10,0.306,Low,None,0,0.459,0.372,1,None,0.255,0,0.591,Compliant,Valid,0.225,1,0,0.46,Moderate,Series A,0.4852
4980,Urban,Healthcare,290,8816,3651.6,7351.23,0.466,0.527,0.103,29,0.458,Low,Partial,0,0.58,0.564,1,VC,0.418,0,0.492,Compliant,Expired,0.434,1,0,0.546,Moderate,Series A,0.4895
4981,Urban,Finance,295,35059,3774.59,27366.69,0.219,0.286,0.037,20,0.255,Medium,None,0,0.443,0.307,1,Gov Grant,0.269,0,0.552,Compliant,Valid,0.201,1,0,0.656,Moderate,Series A,0.2711
4982,Urban,Agriculture,451,58359,3383.12,44369.98,0.295,0.327,0.323,24,0.631,High,None,1,0.742,0.643,1,None,0.321,0,0.285,Not Registered,Valid,0.083,0,1,0.36,Critical,Series A,0.6233
4983,Urban,Healthcare,392,37784,7366.49,17318.36,0.13,0.369,0.017,25,0.299,Medium,None,1,0.486,0.33,1,Gov Grant,0.214,1,0.778,Compliant,Valid,0.075,1,0,0.702,Moderate,Series A,0.3574
4984,Urban,Manufacturing,215,182833,3065.61,163692.47,-0.08,0.238,0.139,11,0.213,Low,None,1,0.468,0.537,1,None,0.111,0,0.641,Compliant,Expired,0.0,1,0,0.38,High,Series A,0.2719
4985,Urban,Agriculture,462,91934,6892.95,81326.71,0.598,0.639,0.291,14,0.56,Low,Partial,0,0.707,0.672,1,None,0.517,0,0.413,Compliant,Valid,0.238,1,0,0.437,High,Series A,0.6926
4986,Urban,Manufacturing,120,35991,7252.06,29200.18,0.225,0.328,0.175,8,0.166,Low,None,0,0.433,0.678,1,None,0.273,0,0.323,Compliant,Valid,0.248,0,0,0.288,High,Series A,0.1963
4987,Urban,Tech,382,47100,4146.16,42862.09,0.069,0.165,0.147,1,0.247,Medium,None,0,0.513,0.291,1,None,0.178,0,0.305,Not Registered,Valid,0.17,0,0,0.252,High,Seed,0.3534
4988,Rural,Tech,55,51782,3741.42,36464.67,0.371,0.388,0.292,23,0.037,Low,None,0,0.356,0.534,1,None,0.367,0,0.204,Not Registered,Valid,0.0,1,0,0.094,High,Seed,0.3439
4989,Urban,Healthcare,27,58921,6159.86,38074.94,0.297,0.6,0.006,8,0.176,Low,Full,0,0.405,0.64,1,VC,0.322,0,0.704,Compliant,Expired,0.2,1,0,0.722,Moderate,Debt Financing,0.0981
4990,Urban,Retail,118,4061,5751.38,3786.36,-0.014,0.532,0.161,19,0.415,Medium,None,0,0.559,0.426,1,None,0.117,1,0.363,Compliant,Valid,0.226,1,0,0.233,High,Series A,0.1986
4991,Urban,Retail,221,25290,2829.72,16571.83,0.502,0.488,0.549,27,0.778,Medium,None,1,0.845,0.605,1,None,0.444,0,0.561,Late Filing,Valid,0.318,1,0,0.443,Moderate,Series B,0.567
4992,Urban,Healthcare,231,6116,1089.62,4603.69,-0.143,0.489,0.241,15,0.331,Low,None,1,0.557,0.572,1,Gov Grant,0.037,0,0.866,Compliant,Valid,0.145,1,0,0.677,Moderate,Seed,0.1772
4993,Urban,Finance,53,168373,2339.36,101896.68,0.285,0.125,0.466,28,0.222,Low,None,0,0.513,0.646,0,None,0.337,1,0.665,Compliant,Valid,0.389,0,0,0.689,Moderate,Series A,0.3124
4994,Urban,Manufacturing,295,33758,1308.92,25317.81,0.182,0.549,0.437,1,0.356,Medium,Partial,0,0.526,0.413,1,Gov Grant,0.245,1,0.178,Not Registered,Valid,0.604,1,0,0.127,High,Seed,0.4615
4995,Urban,Education,321,28796,2569.44,22923.18,0.055,0.465,0.237,24,0.504,Medium,Partial,0,0.603,0.768,1,Gov Grant,0.165,1,0.719,Compliant,Valid,0.221,1,0,0.515,High,Series B,0.4491
4996,Urban,Retail,401,106527,2316.03,79209.27,0.461,0.189,0.086,19,0.09,Low,None,1,0.34,0.272,0,None,0.434,0,0.323,Not Registered,Valid,0.0,1,1,0.353,High,Series A,0.4698
4997,Urban,Manufacturing,233,60282,5210.38,41173.19,0.325,0.446,0.497,1,0.242,Low,Partial,1,0.496,0.359,1,None,0.34,0,0.311,Not Registered,Valid,0.334,0,0,0.224,High,Series A,0.3537
4998,Rural,Education,158,9373,7649.62,5296.32,0.408,0.191,0.229,19,0.361,Low,Partial,0,0.533,0.232,1,VC,0.382,0,0.466,Compliant,Valid,0.046,1,1,0.751,High,Series A,0.3453
4999,Urban,Retail,437,33353,5580.23,25152.0,0.132,0.477,0.066,5,0.229,Low,Partial,1,0.536,0.523,1,None,0.214,0,0.462,Compliant,Valid,0.0,1,0,0.342,High,Series A,0.4412
5000,Rural,Finance,269,24290,7435.2,21852.16,0.554,0.225,0.307,4,0.095,Medium,None,0,0.417,0.522,1,None,0.476,0,0.24,Not Registered,Valid,0.35,1,1,0.177,Critical,Series A,0.5407
5001,Urban,Healthcare,21,4476,6337.82,1807.42,0.076,0.092,0.166,10,0.416,Medium,Partial,0,0.643,0.772,1,None,0.173,0,0.392,Compliant,Valid,0.131,1,0,0.454,High,Series B,0.2034
5002,Rural,Tech,403,15862,5904.66,7513.21,0.225,0.077,0.199,5,0.643,Low,Partial,0,0.624,0.338,1,None,0.269,1,0.513,Compliant,Valid,0.0,1,0,0.417,High,Seed,0.5097
5003,Rural,Manufacturing,53,29137,3488.28,13574.21,0.547,0.084,0.137,25,0.23,Low,None,0,0.466,0.493,1,None,0.473,1,0.425,Compliant,Valid,0.013,1,0,0.441,High,Series A,0.3169
5004,Rural,Healthcare,275,31636,2800.92,28717.99,-0.133,0.602,0.278,7,0.475,Low,None,0,0.512,0.551,1,None,0.048,0,0.749,Compliant,Valid,0.003,1,0,0.546,Moderate,Seed,0.3512
5005,Urban,Healthcare,313,6132,6816.34,4687.98,-0.113,0.274,0.355,11,0.253,High,None,0,0.524,0.496,0,VC,0.056,1,0.727,Compliant,Valid,0.328,1,0,0.55,Moderate,Seed,0.4223
5006,Rural,Agriculture,281,144639,7271.53,133571.72,0.595,0.039,0.071,24,0.071,Low,None,0,0.429,0.567,1,Angels,0.526,0,0.241,Compliant,Valid,0.185,1,0,0.214,High,Series B,0.4324
5007,Rural,Agriculture,214,32128,3779.5,23149.74,0.577,0.461,0.118,7,0.047,Low,None,0,0.318,0.66,1,Gov Grant,0.492,0,0.487,Compliant,Valid,0.032,1,0,0.505,Moderate,Seed,0.4366
5008,Urban,Finance,31,37989,369.79,24843.02,0.417,0.229,0.365,23,0.099,High,Full,0,0.434,0.35,1,None,0.393,0,0.312,Compliant,Valid,0.468,1,0,0.254,High,Series A,0.1895
5009,Urban,Retail,337,58734,6402.49,49089.21,0.187,0.628,0.073,5,0.42,Medium,Full,0,0.597,0.345,1,None,0.254,1,0.658,Compliant,Missing,0.0,1,1,0.792,High,Seed,0.3795
5010,Urban,Agriculture,183,14105,2495.03,6890.55,0.205,0.542,0.182,28,0.27,Low,None,1,0.453,0.27,1,None,0.256,1,0.455,Compliant,Valid,0.181,0,0,0.217,High,Seed,0.3472
5011,Urban,Retail,23,62795,376.14,38288.37,0.006,0.701,0.313,12,0.429,High,Partial,0,0.538,0.127,1,None,0.141,0,0.525,Compliant,Valid,0.343,0,0,0.391,Moderate,Seed,0.1383
5012,Urban,Manufacturing,32,23377,6498.41,15345.85,0.146,0.251,0.136,0,0.14,High,Partial,1,0.311,0.217,1,None,0.221,1,0.288,Not Registered,Expired,0.406,1,0,0.403,Moderate,Seed,0.18
5013,Rural,Retail,446,12383,4284.09,6985.9,0.145,0.64,0.642,18,0.235,Low,Partial,0,0.489,0.39,1,None,0.218,0,0.581,Compliant,Missing,0.254,0,0,0.404,Moderate,Series A,0.5375
5014,Rural,Finance,74,72268,5576.12,43664.84,-0.171,0.491,0.184,12,0.227,Low,None,0,0.475,0.587,0,None,0.033,1,0.277,Not Registered,Valid,0.146,0,0,0.14,High,Seed,0.1817
5015,Urban,Tech,10,217512,7343.11,96348.65,0.163,0.383,0.047,4,0.448,Medium,Partial,0,0.623,0.459,1,Angels,0.27,0,0.45,Compliant,Expired,0.048,1,0,0.471,Moderate,Series B,0.1167
5016,Urban,Education,484,86664,4467.04,44102.53,0.184,0.385,0.148,25,0.233,Low,None,1,0.429,0.248,1,None,0.257,0,0.255,Not Registered,Valid,0.309,0,0,0.14,High,Series B,0.4539
5017,Rural,Manufacturing,456,109927,4174.59,64254.88,0.333,0.534,0.501,16,0.402,High,Partial,0,0.622,0.851,0,Angels,0.355,0,0.394,Late Filing,Valid,0.526,1,0,0.326,High,Series A,0.6451
5018,Urban,Agriculture,54,19443,2538.1,16288.17,0.213,0.457,0.3,12,0.476,Medium,Full,0,0.611,0.707,1,None,0.262,0,0.462,Compliant,Valid,0.321,1,0,0.436,High,Series A,0.2715
5019,Rural,Education,52,5339,2649.99,2671.49,0.489,0.327,0.263,16,0.218,Medium,None,0,0.337,0.289,1,None,0.432,0,0.499,Late Filing,Valid,0.159,1,0,0.46,High,Seed,0.2784
5020,Urban,Retail,148,217111,6433.37,128237.09,0.094,0.419,0.105,22,0.512,Medium,Partial,0,0.583,0.746,1,None,0.227,0,0.907,Compliant,Valid,0.0,0,0,0.67,Low,Series A,0.2102
5021,Urban,Healthcare,160,427375,3757.53,186209.92,0.128,0.416,0.402,26,0.164,High,None,1,0.227,0.271,1,Angels,0.29,0,0.39,Compliant,Valid,0.326,1,0,0.295,Moderate,Series A,0.2598
5022,Rural,Retail,370,231276,1559.15,163375.08,0.257,0.417,0.207,17,0.587,High,None,0,0.684,0.375,1,Gov Grant,0.332,0,0.438,Compliant,Valid,0.212,1,0,0.621,High,Series A,0.5509
5023,Urban,Finance,14,24271,1027.87,17868.02,-0.038,0.359,0.374,20,0.073,High,Partial,0,0.256,0.495,1,None,0.106,0,0.255,Not Registered,Valid,0.569,1,0,0.0,High,Series A,0.1411
5024,Urban,Manufacturing,178,9086,3941.48,7959.65,0.115,0.371,0.233,13,0.409,Medium,Partial,0,0.511,0.613,1,Gov Grant,0.199,0,0.814,Compliant,Valid,0.22,1,0,0.625,Moderate,Series A,0.3197
5025,Rural,Agriculture,412,10109,3880.15,8597.84,0.349,0.49,0.054,3,0.472,Medium,None,0,0.528,0.352,0,None,0.345,0,0.535,Compliant,Valid,0.149,1,0,0.359,High,Angel,0.5186
5026,Urban,Manufacturing,366,4815,5331.63,2681.75,0.129,0.881,0.352,7,0.518,High,None,0,0.47,0.778,1,None,0.207,0,0.621,Compliant,Valid,0.31,1,0,0.716,Moderate,Seed,0.4842
5027,Urban,Agriculture,53,31925,3927.22,15174.74,0.525,0.284,0.277,26,0.174,Low,None,0,0.447,0.344,1,None,0.459,0,0.823,Compliant,Valid,0.079,1,0,0.747,Moderate,Seed,0.4238
5028,Rural,Healthcare,408,249400,1404.76,121169.93,0.292,0.345,0.125,27,0.487,Low,None,0,0.606,0.635,0,None,0.357,0,0.77,Compliant,Valid,0.0,1,1,0.68,High,Series A,0.5176
5029,Urban,Tech,335,30638,4210.08,28583.11,-0.077,0.247,0.095,26,0.532,Low,None,0,0.71,0.42,1,None,0.083,1,0.939,Compliant,Missing,0.264,1,1,0.462,Moderate,Series A,0.3145
5030,Urban,Healthcare,22,52197,7282.28,40206.0,0.19,0.893,0.487,16,0.328,Medium,None,0,0.508,0.127,0,Angels,0.254,0,1.0,Compliant,Valid,0.247,1,1,0.687,High,Seed,0.2033
5031,Rural,Education,30,189230,1527.7,80122.62,0.412,0.432,0.197,8,0.212,High,None,0,0.337,0.272,0,VC,0.42,1,0.426,Late Filing,Valid,0.313,1,0,0.281,Moderate,Series A,0.2688
5032,Urban,Education,191,22361,5611.11,10626.59,0.315,0.141,0.216,24,0.395,Low,None,0,0.619,0.736,1,Gov Grant,0.326,1,0.891,Compliant,Valid,0.0,1,0,0.708,Moderate,Series A,0.3001
5033,Urban,Education,260,417750,4872.72,278718.64,0.508,0.485,0.134,3,0.139,Medium,None,0,0.352,0.306,1,Gov Grant,0.526,0,0.307,Not Registered,Valid,0.365,0,0,0.191,High,Seed,0.4122
5034,Urban,Retail,205,396533,6064.11,203939.24,0.4,0.468,0.317,17,0.408,Low,None,1,0.539,0.6,1,Angels,0.454,0,0.496,Compliant,Valid,0.18,1,0,0.262,High,Series B,0.5401
5035,Rural,Healthcare,59,31029,1459.62,26126.8,-0.151,0.217,0.261,6,0.212,High,Partial,1,0.454,0.647,0,Angels,0.037,0,0.608,Late Filing,Valid,0.235,1,0,0.333,Moderate,Seed,0.1711
5036,Urban,Retail,471,18160,7550.36,12989.29,-0.11,0.733,0.455,20,0.39,High,Partial,0,0.59,0.341,1,None,0.06,0,0.528,Compliant,Expired,0.315,0,1,0.519,Moderate,Seed,0.6033
5037,Urban,Education,264,83842,5081.44,61787.17,0.32,0.585,0.173,17,0.278,High,Partial,0,0.483,0.763,1,None,0.342,0,0.533,Compliant,Missing,0.29,1,0,0.459,High,Series B,0.4368
5038,Urban,Tech,466,23932,6822.45,15664.79,-0.009,0.224,0.402,11,0.393,Low,None,0,0.618,0.69,1,VC,0.124,1,0.705,Compliant,Valid,0.0,1,0,0.395,High,Series B,0.4928
5039,Urban,Retail,12,9065,2198.87,4902.66,0.27,0.085,0.245,15,0.2,Medium,Full,0,0.497,0.241,1,None,0.296,1,0.612,Compliant,Valid,0.0,1,0,0.398,High,Series A,0.1486
5040,Rural,Manufacturing,119,168972,5993.48,122364.79,0.434,0.506,0.643,28,0.222,Low,None,1,0.424,0.399,1,None,0.43,0,0.606,Compliant,Valid,0.3,1,1,0.326,High,Seed,0.5001
5041,Urban,Retail,415,156332,6313.94,124179.75,0.262,0.162,0.07,5,0.072,Low,Partial,0,0.402,0.413,0,None,0.32,0,0.273,Not Registered,Valid,0.133,1,0,0.144,Critical,Series A,0.4029
5042,Urban,Finance,462,43766,3360.25,26435.6,0.132,0.232,0.064,23,0.041,Medium,None,1,0.423,0.43,1,None,0.216,1,0.77,Compliant,Valid,0.0,0,0,0.666,High,Seed,0.4262
5043,Urban,Tech,290,7979,3256.44,5407.52,0.317,0.059,0.304,21,0.181,Low,None,0,0.506,0.437,1,VC,0.325,0,0.875,Compliant,Valid,0.221,1,0,0.403,Moderate,Series A,0.3749
5044,Rural,Finance,338,8305,5365.03,7157.47,-0.085,0.322,0.396,22,0.236,Medium,None,1,0.475,0.237,1,Angels,0.074,0,0.478,Compliant,Valid,0.486,1,1,0.51,High,Seed,0.3895
5045,Urban,Tech,248,41302,1019.24,19898.27,0.379,0.166,0.436,24,0.313,High,None,1,0.505,0.367,0,None,0.37,0,0.306,Not Registered,Valid,0.587,1,0,0.297,Moderate,Series A,0.408
5046,Urban,Agriculture,354,19933,5964.31,13950.58,0.358,0.772,0.302,12,0.26,Low,Partial,1,0.499,0.527,1,None,0.353,0,0.312,Compliant,Valid,0.22,1,0,0.474,High,Series A,0.4468
5047,Urban,Education,127,24117,630.23,14268.27,0.212,0.415,0.315,2,0.292,Low,None,1,0.516,0.383,1,Angels,0.262,1,0.187,Not Registered,Valid,0.237,0,1,0.265,High,Seed,0.2898
5048,Urban,Manufacturing,75,123792,1767.55,97367.0,0.023,0.8,0.02,24,0.476,Medium,Partial,0,0.661,0.616,1,Gov Grant,0.164,0,1.0,Compliant,Valid,0.29,1,0,0.762,Low,Series A,0.1672
5049,Rural,Education,361,87537,5413.91,35920.43,0.438,0.567,0.257,9,0.332,High,Partial,0,0.572,0.351,1,None,0.416,1,0.932,Compliant,Valid,0.428,1,0,0.417,Moderate,Series A,0.5449
5050,Urban,Retail,204,189809,1057.09,145917.63,0.208,0.255,0.261,19,0.212,Medium,Partial,0,0.511,0.264,1,None,0.293,0,0.703,Compliant,Valid,0.215,0,0,0.304,High,Seed,0.3398
5051,Urban,Tech,49,11062,7783.18,5050.84,-0.153,0.488,0.229,26,0.367,Low,None,0,0.584,0.629,0,None,0.032,0,0.4,Late Filing,Valid,0.019,1,0,0.385,Critical,Series A,0.0234
5052,Urban,Agriculture,79,24057,6986.65,10479.76,0.535,0.057,0.292,15,0.167,High,Partial,0,0.397,0.329,1,None,0.464,0,0.703,Compliant,Valid,0.409,1,0,0.42,Moderate,Series A,0.4212
5053,Urban,Healthcare,441,90290,5122.53,72100.43,0.414,0.442,0.147,6,0.518,High,Partial,0,0.565,0.19,1,Gov Grant,0.402,0,0.751,Compliant,Valid,0.117,0,0,0.472,Moderate,Series B,0.6228
5054,Urban,Tech,479,62174,6606.74,46766.55,0.268,0.188,0.304,2,0.082,Medium,None,0,0.345,0.539,1,Angels,0.305,1,0.489,Compliant,Expired,0.159,0,0,0.33,Moderate,Series A,0.64
5055,Urban,Tech,241,228401,7134.37,203782.74,0.149,0.506,0.121,4,0.463,Low,None,1,0.505,0.635,1,None,0.264,0,0.796,Compliant,Valid,0.0,0,0,0.58,Moderate,Series A,0.3025
5056,Urban,Agriculture,349,60153,2297.96,41253.54,0.568,0.565,0.412,15,0.388,Low,Partial,0,0.582,0.484,0,None,0.492,1,0.688,Compliant,Valid,0.079,1,0,0.48,High,Series A,0.7019
5057,Urban,Healthcare,154,333611,6840.47,230696.49,0.42,0.298,0.073,20,0.53,Low,Partial,0,0.67,0.309,1,None,0.454,0,0.91,Compliant,Expired,0.255,0,0,0.34,Moderate,Series A,0.3637
5058,Urban,Agriculture,274,69426,1799.91,54767.38,0.228,0.384,0.197,7,0.177,Medium,None,0,0.497,0.23,1,Gov Grant,0.281,0,0.725,Compliant,Valid,0.127,1,0,0.34,Moderate,Series B,0.4196
5059,Urban,Education,96,129910,3482.74,75070.92,0.323,0.207,0.275,26,0.218,Medium,None,0,0.41,0.32,1,None,0.353,0,0.709,Compliant,Valid,0.146,0,0,0.45,Moderate,Series A,0.3247
5060,Urban,Tech,214,24632,4598.6,10352.88,0.025,0.378,0.27,20,0.701,Low,None,1,0.753,0.303,1,Angels,0.146,0,0.488,Compliant,Expired,0.08,1,0,0.633,Moderate,Series A,0.4321
